machine_id,machine_nom,machine_type,atelier,usine,timestamp,date,v_rms_mm_s,acceleration_g,crest_factor,kurtosis,rpm,zone_iso,health_index,rul_days,degradation_score,mtbf_heures,mttr_heures,disponibilite_pct,oee_pct,trs_pct,cout_maintenance_euros,type_defaut,severite_defaut,temperature_c,pression_bar,courant_A,nb_alertes,nb_demarrages,duree_fonctionnement_h,age_machine_jours
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-24 23:00:00,2025-10-24,3.94,9.74,1.92,2.24,7806,B,98.9,171,0.01,459.0,2.9,99.4,85.2,79.8,2338,Aucun - Etat acceptable,Faible,30.6,6.2,157.4,1,78,18752,3377
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-25 01:00:00,2025-10-25,2.54,7.6,2.18,2.87,1496,B,93.6,177,0.07,593.0,7.4,98.8,90.8,86.8,211,Aucun - Etat acceptable,Faible,28.7,,30.4,0,32,15117,2414
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-25 03:00:00,2025-10-25,6.28,13.48,2.32,4.24,1476,C,70.3,118,0.309,480.0,6.1,98.7,85.9,79.2,1723,Defaut roulement,Moderee,35.9,6.9,,0,43,20699,3433
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-25 06:00:00,2025-10-25,0.77,1.33,1.67,2.57,1486,A,94.4,164,0.042,450.0,4.3,99.1,87.7,81.3,359,Aucun - Etat nominal,Aucune,32.0,4.1,30.6,1,75,10516,633
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-10-25 07:00:00,2025-10-25,2.5,5.31,1.28,2.61,1482,B,95.8,174,0.061,383.0,4.1,98.9,87.9,81.2,1039,Aucun - Etat acceptable,Faible,32.9,4.8,31.3,1,60,27042,3096
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-10-25 09:00:00,2025-10-25,6.59,12.98,2.49,4.06,1493,C,74.3,115,0.268,402.0,6.1,98.5,92.5,89.3,638,Defaut roulement,Moderee,36.4,7.1,33.4,1,18,21602,2671
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-10-25 10:00:00,2025-10-25,2.76,2.28,1.79,1.8,1475,B,94.0,160,0.047,433.0,6.4,98.5,79.3,75.1,2986,Aucun - Etat acceptable,Faible,29.8,3.8,31.4,0,70,3072,996
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-10-25 13:00:00,2025-10-25,0.87,1.28,2.08,2.81,1473,A,94.3,155,0.069,433.0,5.3,98.8,79.4,77.7,2071,Aucun - Etat nominal,Aucune,30.3,5.0,32.6,0,15,10438,3690
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-25 14:00:00,2025-10-25,4.05,3.48,1.67,3.03,8019,B,92.6,180,0.059,384.0,7.6,98.1,93.2,89.0,508,Aucun - Etat acceptable,Faible,29.0,6.5,163.5,1,60,27003,2875
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-25 18:00:00,2025-10-25,2.45,6.38,2.03,2.41,1420,B,97.1,167,0.038,397.0,4.5,98.9,75.4,73.4,970,Aucun - Etat acceptable,Faible,32.5,4.6,31.8,0,5,22964,746
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-25 19:00:00,2025-10-25,6.45,11.67,2.36,3.7,1486,C,72.1,110,0.261,490.0,5.3,98.9,89.2,87.8,747,Aucun - Etat acceptable,Faible,35.6,5.5,36.0,1,32,9580,2488
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-25 20:00:00,2025-10-25,0.58,1.65,1.67,2.08,1507,A,95.7,185,0.059,419.0,5.0,98.8,86.6,85.4,597,Aucun - Etat nominal,Aucune,30.2,2.7,30.8,0,75,11594,2964
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-10-26 00:00:00,2025-10-26,2.73,6.15,1.85,2.29,1541,B,94.2,178,0.053,557.0,3.1,99.4,83.8,79.9,1279,Aucun - Etat acceptable,Faible,30.0,6.1,35.7,0,37,4041,3087
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-10-26 02:00:00,2025-10-26,6.55,19.86,2.32,4.82,1453,C,72.1,95,0.289,359.0,6.9,98.1,84.7,83.2,1376,Defaut roulement,Moderee,37.3,8.4,35.5,1,17,13681,1425
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-10-26 02:00:00,2025-10-26,2.33,3.2,1.34,2.25,1455,B,95.8,167,0.044,518.0,4.6,99.1,92.5,87.1,2593,Aucun - Etat acceptable,Faible,29.2,5.8,29.9,0,23,6189,3393
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-10-26 04:00:00,2025-10-26,1.83,5.3,2.19,2.68,1495,A,95.0,171,0.031,427.0,4.5,99.0,82.3,78.8,2185,Aucun - Etat acceptable,Faible,30.9,4.4,31.3,0,41,2239,2103
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-26 08:00:00,2025-10-26,4.19,9.49,1.34,2.04,7951,B,97.8,174,0.035,454.0,6.1,98.7,94.5,87.6,254,Aucun - Etat acceptable,Faible,31.1,5.6,160.1,0,38,9637,2800
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-26 09:00:00,2025-10-26,2.64,7.74,1.32,2.65,1494,B,94.8,176,0.045,420.0,3.0,99.3,96.4,94.1,2897,Aucun - Etat acceptable,Faible,28.5,5.3,34.6,0,65,4047,2622
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-26 11:00:00,2025-10-26,5.74,12.44,2.39,4.29,1431,C,72.0,115,0.281,377.0,7.8,98.0,77.5,72.3,1335,Aucun - Etat acceptable,Faible,36.6,8.4,33.1,0,50,19931,611
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-26 12:00:00,2025-10-26,1.82,5.72,1.6,2.72,1470,A,96.5,185,0.047,430.0,2.8,99.4,88.3,86.2,2939,Aucun - Etat acceptable,Faible,29.5,6.4,29.7,0,38,24416,1836
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-10-26 14:00:00,2025-10-26,3.07,8.18,1.2,3.22,1455,B,95.7,169,0.035,341.0,7.8,97.8,80.4,74.5,1983,Aucun - Etat acceptable,Faible,29.6,4.8,31.8,3,76,7258,2786
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-10-26 17:00:00,2025-10-26,5.88,8.02,2.85,3.65,1535,C,69.5,118,0.315,451.0,3.8,99.2,75.8,72.5,2198,Aucun - Etat acceptable,Faible,37.2,5.3,36.3,2,110,22469,3480
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-10-26 20:00:00,2025-10-26,2.34,7.29,1.4,1.5,1459,B,94.7,180,0.051,542.0,5.8,98.9,76.6,73.2,1248,Aucun - Etat acceptable,Faible,,5.4,29.5,2,40,8963,2100
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-10-26 22:00:00,2025-10-26,0.95,2.94,1.68,2.07,1480,A,98.1,168,0.011,519.0,5.1,99.0,78.4,74.8,2575,Aucun - Etat nominal,Aucune,31.3,3.2,,0,9,7886,872
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-26 23:00:00,2025-10-26,3.69,6.12,1.81,1.9,8092,B,95.2,173,0.062,443.0,3.1,99.3,77.1,75.3,1383,Aucun - Etat acceptable,Faible,32.4,5.3,163.0,0,7,25598,32
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-27 02:00:00,2025-10-27,2.27,6.18,2.17,2.9,1472,A,94.6,168,0.041,,4.6,99.1,95.1,91.6,1220,Aucun - Etat acceptable,Faible,30.4,3.7,33.7,1,72,20771,1129
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-27 02:00:00,2025-10-27,6.47,15.09,2.24,3.61,1448,C,70.4,108,0.294,455.0,4.6,99.0,91.5,86.1,1886,Aucun - Etat acceptable,Faible,35.4,8.3,35.5,0,95,5440,2990
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-27 05:00:00,2025-10-27,1.76,4.75,1.57,2.66,1473,A,95.1,175,0.043,396.0,5.5,98.6,89.3,86.5,710,Aucun - Etat acceptable,Faible,26.4,6.2,32.7,0,22,10733,635
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-10-27 06:00:00,2025-10-27,3.16,5.66,2.36,3.0,1466,B,93.4,181,0.076,480.0,2.7,99.4,79.0,75.6,1966,Aucun - Etat acceptable,Faible,30.9,6.5,33.5,0,54,25436,3958
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-10-27 09:00:00,2025-10-27,5.7,17.26,2.2,4.66,1505,C,70.2,104,0.287,490.0,6.1,98.8,83.0,78.5,2280,Aucun - Etat acceptable,Faible,34.5,6.7,33.3,0,19,10658,358
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-10-27 11:00:00,2025-10-27,1.95,4.39,2.03,2.08,1504,A,95.9,169,0.046,415.0,7.9,98.1,82.2,76.5,1529,Aucun - Etat acceptable,Faible,30.0,5.0,33.0,0,11,25777,2683
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-10-27 12:00:00,2025-10-27,1.21,2.44,1.99,2.61,1464,A,93.7,169,0.062,487.0,7.3,98.5,85.8,84.5,670,Aucun - Etat nominal,Aucune,28.4,5.4,30.5,3,43,21743,299
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-27 14:00:00,2025-10-27,3.86,8.66,1.8,2.23,7965,B,95.7,173,0.023,488.0,2.8,99.4,95.6,93.8,2543,Aucun - Etat acceptable,Faible,29.1,6.5,161.0,1,65,2203,1456
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-27 16:00:00,2025-10-27,2.87,2.89,2.26,2.12,1491,B,92.8,180,0.086,345.0,6.1,98.3,80.0,79.0,353,Aucun - Etat acceptable,Faible,27.8,3.7,30.0,0,38,23995,1211
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-27 18:00:00,2025-10-27,6.85,12.19,2.47,3.09,1485,C,70.1,116,0.283,447.0,6.8,98.5,87.1,80.6,2870,Aucun - Etat acceptable,Faible,38.8,5.7,34.3,1,70,3601,3703
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-27 21:00:00,2025-10-27,1.35,4.05,1.85,2.93,1502,A,95.8,176,0.024,576.0,5.9,99.0,88.5,86.9,659,Aucun - Etat nominal,Aucune,33.1,5.4,30.6,2,77,23986,136
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-10-27 23:00:00,2025-10-27,2.34,3.64,2.28,2.78,1533,B,97.4,182,0.023,543.0,3.2,99.4,91.8,86.2,1426,Aucun - Etat acceptable,Faible,32.1,4.9,35.1,0,23,23865,3786
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-10-28 01:00:00,2025-10-28,6.12,8.33,2.65,4.49,1466,C,70.5,92,0.298,493.0,4.6,99.1,85.8,82.6,2736,Defaut roulement,Moderee,38.4,5.7,36.6,1,50,25646,1573
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-10-28 03:00:00,2025-10-28,1.98,3.34,1.82,1.94,1462,A,96.5,164,0.046,488.0,7.5,98.5,93.6,86.6,2203,Aucun - Etat acceptable,Faible,29.8,3.5,32.3,0,56,25136,2321
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-10-28 06:00:00,2025-10-28,0.95,2.82,1.69,2.42,1479,A,96.2,166,0.054,445.0,4.5,99.0,77.5,75.1,2979,Aucun - Etat nominal,Aucune,28.8,,34.1,0,23,18874,3266
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-28 07:00:00,2025-10-28,4.39,8.57,1.42,2.57,7936,B,98.8,172,0.01,432.0,5.5,98.7,75.2,69.4,389,Aucun - Etat acceptable,Faible,31.0,7.4,162.7,0,0,5525,2275
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-28 08:00:00,2025-10-28,2.69,2.46,1.55,1.51,1422,B,96.6,170,0.044,563.0,5.8,99.0,87.2,80.6,1590,Aucun - Etat acceptable,Faible,32.0,,,1,11,18935,2077
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-28 11:00:00,2025-10-28,6.09,12.07,2.44,3.2,1521,C,71.4,114,0.291,396.0,6.2,98.5,75.5,70.8,1728,Aucun - Etat acceptable,Faible,34.4,6.1,37.7,0,45,1993,3372
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-28 12:00:00,2025-10-28,0.64,2.02,1.38,2.55,1470,A,93.7,174,0.052,445.0,5.8,98.7,83.2,77.8,2736,Aucun - Etat nominal,Aucune,31.2,3.1,29.9,0,31,5132,3840
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-10-28 14:00:00,2025-10-28,2.71,8.62,1.81,1.92,1465,B,92.9,168,0.071,430.0,5.1,98.8,90.2,88.9,1722,Aucun - Etat acceptable,Faible,27.5,5.6,29.4,0,25,21144,3841
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-10-28 18:00:00,2025-10-28,6.66,12.59,2.39,4.42,1484,C,73.0,122,0.284,428.0,5.3,98.8,76.5,74.1,2561,Defaut roulement,Moderee,35.7,6.4,34.3,0,29,13740,1328
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-10-28 20:00:00,2025-10-28,1.84,3.37,2.35,2.8,1460,A,95.6,172,0.025,528.0,2.9,99.5,78.8,75.7,2122,Aucun - Etat acceptable,Faible,28.7,3.1,30.0,2,49,11646,1833
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-10-28 22:00:00,2025-10-28,1.51,3.06,1.2,1.5,1478,A,98.9,163,0.024,396.0,5.2,98.7,86.4,81.3,1798,Aucun - Etat acceptable,Faible,30.4,3.4,33.0,0,52,1874,1746
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-29 00:00:00,2025-10-29,3.72,5.74,2.17,3.11,7966,B,98.6,182,0.011,472.0,5.4,98.9,93.8,86.3,1273,Aucun - Etat acceptable,Faible,30.5,4.3,162.5,0,13,6929,1784
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-29 00:00:00,2025-10-29,3.13,4.43,1.51,2.09,1489,B,99.8,166,0.01,533.0,5.2,99.0,76.4,71.8,2648,Aucun - Etat acceptable,Faible,27.9,,32.2,0,56,7834,3243
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-29 02:00:00,2025-10-29,6.21,17.43,2.83,4.63,1510,C,69.1,91,0.301,453.0,6.3,98.6,93.3,86.8,1726,Defaut roulement,Moderee,36.3,8.2,35.8,1,27,21746,628
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-29 04:00:00,2025-10-29,1.74,5.4,1.53,3.13,1492,A,95.5,184,0.032,396.0,4.0,99.0,79.1,76.1,1286,Aucun - Etat acceptable,Faible,,4.8,34.0,0,68,8773,1535
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-10-29 07:00:00,2025-10-29,2.75,4.95,2.1,1.69,1487,B,96.8,188,0.026,547.0,6.8,98.8,81.5,79.1,2303,Aucun - Etat acceptable,Faible,30.5,5.3,33.4,0,2,26625,2558
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-10-29 09:00:00,2025-10-29,6.9,6.92,2.69,3.71,1467,C,65.3,99,0.358,450.0,4.4,99.0,83.5,79.1,2670,Aucun - Etat acceptable,Faible,37.3,6.9,36.5,2,67,3197,3185
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-10-29 12:00:00,2025-10-29,2.51,5.45,2.15,2.5,1429,B,94.6,179,0.042,644.0,7.0,98.9,90.9,87.9,2780,Aucun - Etat acceptable,Faible,31.3,5.8,31.1,2,37,3189,3583
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-10-29 14:00:00,2025-10-29,1.53,2.32,1.95,1.8,1466,A,95.0,182,0.058,495.0,6.2,98.8,83.1,76.5,606,Aucun - Etat acceptable,Faible,29.9,4.1,30.4,1,75,14920,2594
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-29 16:00:00,2025-10-29,5.08,16.22,1.83,2.57,7869,C,96.2,183,0.029,390.0,5.7,98.6,94.5,89.1,1102,Aucun - Etat acceptable,Faible,30.8,7.5,161.2,2,52,2654,3469
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-29 16:00:00,2025-10-29,2.29,5.34,2.17,2.18,1488,A,96.7,180,0.039,527.0,7.4,98.6,83.9,82.5,2236,Aucun - Etat acceptable,Faible,29.2,5.0,34.2,3,60,24246,1619
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-29 19:00:00,2025-10-29,6.5,10.39,2.0,3.67,1495,C,69.2,108,0.293,568.0,6.8,98.8,74.6,73.3,2018,Aucun - Etat acceptable,Faible,36.6,,,0,116,23276,2172
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-29 20:00:00,2025-10-29,1.58,4.45,1.74,1.97,1445,A,95.2,176,0.056,451.0,7.3,98.4,81.5,79.4,1154,Aucun - Etat acceptable,Faible,30.0,6.1,31.5,0,0,26358,1541
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-10-30 00:00:00,2025-10-30,2.54,5.56,2.29,2.69,1426,B,95.0,166,0.042,502.0,,99.4,94.7,88.8,2489,Aucun - Etat acceptable,Faible,29.3,5.3,29.2,0,79,4035,510
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-10-30 00:00:00,2025-10-30,5.75,5.03,2.9,4.67,1489,C,64.7,98,0.346,458.0,4.9,98.9,80.5,77.3,2036,Aucun - Etat acceptable,Faible,36.8,8.3,36.0,1,21,4751,1018
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-10-30 03:00:00,2025-10-30,2.64,2.73,2.01,2.44,1529,B,89.9,149,0.119,355.0,7.3,98.0,86.2,82.4,2600,Aucun - Etat acceptable,Faible,28.3,5.7,31.0,0,55,13310,3733
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-10-30 06:00:00,2025-10-30,1.74,4.5,1.54,3.02,1442,A,94.0,162,0.075,397.0,5.4,98.7,86.9,84.0,2542,Aucun - Etat acceptable,Faible,30.7,3.2,30.8,1,16,9425,2365
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-30 07:00:00,2025-10-30,3.75,3.93,1.81,3.41,7899,B,93.3,167,0.084,495.0,6.0,98.8,91.1,86.6,287,Aucun - Etat acceptable,Faible,28.8,5.5,158.1,1,39,18893,1716
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-30 10:00:00,2025-10-30,2.89,5.03,2.15,2.83,1484,B,95.9,162,0.028,428.0,3.8,99.1,80.3,74.1,2221,Aucun - Etat acceptable,Faible,33.0,4.6,31.6,1,17,9035,184
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-30 12:00:00,2025-10-30,6.2,11.14,2.39,5.1,1415,C,68.0,109,0.31,333.0,4.6,98.6,83.3,80.9,2168,Defaut roulement,Moderee,38.4,8.1,36.6,1,24,12495,189
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-30 13:00:00,2025-10-30,1.7,5.06,1.91,2.45,1517,A,97.9,173,0.01,420.0,5.1,98.8,92.8,89.4,2504,Aucun - Etat acceptable,Faible,28.1,5.8,32.9,0,54,11884,1285
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-10-30 14:00:00,2025-10-30,3.3,5.89,1.24,3.22,1445,B,95.9,174,0.035,587.0,6.1,99.0,83.1,80.2,393,Aucun - Etat acceptable,Faible,32.8,5.1,32.6,0,30,8172,3603
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-10-30 18:00:00,2025-10-30,6.31,11.11,2.12,3.93,1444,C,67.1,102,0.329,532.0,7.4,98.6,96.2,91.2,1706,Aucun - Etat acceptable,Faible,37.4,5.9,33.8,1,114,19068,2677
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-10-30 18:00:00,2025-10-30,3.31,3.34,1.97,3.02,1465,B,91.7,156,0.063,497.0,3.2,99.4,77.2,73.2,1654,Aucun - Etat acceptable,Faible,28.3,5.2,,0,50,880,2113
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-10-30 22:00:00,2025-10-30,1.45,3.84,1.95,1.65,1510,A,96.1,170,0.042,428.0,4.5,99.0,85.1,80.5,2463,Aucun - Etat nominal,Aucune,28.3,3.2,34.7,3,1,3523,688
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-31 00:00:00,2025-10-31,4.05,9.97,1.97,2.75,8047,B,92.1,173,0.064,593.0,2.7,99.5,80.9,74.6,2607,Aucun - Etat acceptable,Faible,28.8,7.3,162.1,0,52,6589,288
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-31 02:00:00,2025-10-31,2.0,2.89,1.27,2.73,1516,A,95.7,176,0.043,545.0,4.3,99.2,93.5,88.0,1437,Aucun - Etat acceptable,Faible,30.7,3.8,31.7,0,40,23521,2559
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-31 04:00:00,2025-10-31,6.69,12.67,2.81,4.51,1421,C,64.2,91,0.371,466.0,2.8,99.4,89.9,88.0,2937,Defaut roulement,Moderee,36.3,6.1,35.4,2,9,21771,3122
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-31 05:00:00,2025-10-31,2.0,3.56,1.8,2.25,1437,A,96.0,164,0.053,487.0,2.8,99.4,88.5,83.8,622,Aucun - Etat acceptable,Faible,29.8,3.9,33.0,0,11,25008,478
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-10-31 07:00:00,2025-10-31,2.36,5.89,1.52,2.44,1475,B,95.3,167,0.053,411.0,3.5,99.2,89.1,84.0,1980,Aucun - Etat acceptable,Faible,31.9,5.4,30.8,1,55,8072,607
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-10-31 10:00:00,2025-10-31,6.62,9.13,2.36,4.15,1459,C,66.3,88,0.327,418.0,5.9,98.6,87.2,82.5,1266,Defaut roulement,Moderee,37.1,8.0,36.5,2,118,14206,3427
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-10-31 11:00:00,2025-10-31,2.65,3.65,1.41,2.19,1447,B,94.6,178,0.07,573.0,7.0,98.8,96.6,91.5,2944,Aucun - Etat acceptable,Faible,27.8,6.1,32.0,0,65,13945,1298
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-10-31 13:00:00,2025-10-31,1.21,2.9,1.8,1.7,1460,A,96.8,174,0.036,498.0,6.9,98.6,96.4,93.3,1212,Aucun - Etat nominal,Aucune,28.1,2.6,29.8,2,8,23531,2335
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-10-31 15:00:00,2025-10-31,4.97,8.44,1.67,2.59,8043,C,95.2,177,0.044,436.0,4.7,98.9,75.0,71.9,1551,Aucun - Etat acceptable,Faible,31.5,4.9,162.4,1,58,11858,1999
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-10-31 16:00:00,2025-10-31,2.43,6.06,1.78,3.05,1479,B,94.3,180,0.076,402.0,3.2,99.2,84.0,80.1,2372,Aucun - Etat acceptable,Faible,29.8,6.7,32.7,1,18,18006,3732
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-10-31 18:00:00,2025-10-31,6.56,8.97,2.41,3.68,1481,C,64.0,84,0.341,474.0,3.2,99.3,79.7,75.3,2909,Aucun - Etat acceptable,Faible,36.2,7.7,34.8,1,122,14658,1854
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-10-31 21:00:00,2025-10-31,1.56,2.87,1.52,2.48,1499,A,94.6,161,0.065,464.0,2.6,99.4,87.3,82.6,873,Aucun - Etat acceptable,Faible,30.5,6.2,33.6,2,34,1070,3575
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-01 00:00:00,2025-11-01,2.65,8.32,1.67,3.25,1419,B,94.4,183,0.054,471.0,3.1,99.3,75.6,69.6,1799,Aucun - Etat acceptable,Faible,29.7,5.6,32.0,0,14,6628,928
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-01 00:00:00,2025-11-01,6.57,17.73,2.57,4.3,1506,C,66.5,104,0.319,404.0,3.5,99.1,77.3,72.9,1546,Defaut roulement,Moderee,35.6,7.4,37.3,1,28,1513,3194
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-01 02:00:00,2025-11-01,3.34,3.99,1.45,2.7,1505,B,93.8,171,0.076,429.0,2.9,99.3,86.1,85.1,825,Aucun - Etat acceptable,Faible,29.9,3.9,31.1,2,39,8865,1231
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-01 04:00:00,2025-11-01,1.39,1.91,1.68,2.61,1450,A,93.5,175,0.064,489.0,4.0,99.2,75.1,72.3,2319,Aucun - Etat nominal,Aucune,29.7,3.0,29.9,0,51,14598,3574
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-01 07:00:00,2025-11-01,4.33,9.11,1.52,2.84,8120,B,93.0,172,0.085,549.0,5.9,98.9,92.4,87.8,850,Aucun - Etat acceptable,Faible,29.6,5.8,167.1,0,56,11257,2696
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-01 08:00:00,2025-11-01,3.18,8.3,1.4,3.57,1465,B,94.7,166,0.067,519.0,4.4,99.2,94.8,90.3,720,Aucun - Etat acceptable,Faible,30.6,4.1,30.5,0,3,1147,195
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-01 10:00:00,2025-11-01,6.95,15.87,1.94,3.39,1495,C,61.7,99,0.374,450.0,3.4,99.3,82.3,77.6,1645,Aucun - Etat acceptable,Faible,34.8,7.8,37.9,0,91,20277,2249
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-01 12:00:00,2025-11-01,1.24,1.26,1.86,2.84,1508,A,97.5,183,0.038,581.0,4.5,99.2,81.6,79.9,2578,Aucun - Etat nominal,Aucune,26.7,3.4,30.2,0,37,22499,784
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-01 16:00:00,2025-11-01,3.61,9.49,1.52,2.25,1459,B,92.2,170,0.068,426.0,3.1,99.3,97.0,91.3,2454,Aucun - Etat acceptable,Faible,28.9,3.9,32.8,0,24,11071,2037
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-01 17:00:00,2025-11-01,6.87,16.53,2.24,4.07,1474,C,64.5,84,0.342,410.0,6.3,98.5,86.7,85.0,1827,Defaut roulement,Moderee,36.4,8.6,36.5,4,87,20864,2733
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-01 18:00:00,2025-11-01,2.95,8.75,2.05,2.18,1505,B,100.4,180,0.014,465.0,6.2,98.7,85.9,83.7,2500,Aucun - Etat acceptable,Faible,30.7,4.8,32.6,0,23,22318,705
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-01 20:00:00,2025-11-01,1.84,5.31,1.82,2.02,1442,A,97.2,159,0.021,436.0,4.8,98.9,81.2,76.3,395,Aucun - Etat acceptable,Faible,30.7,2.9,31.8,1,50,5546,3029
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-02 00:00:00,2025-11-02,4.27,6.68,1.78,2.9,7983,B,92.6,180,0.085,404.0,5.2,98.7,89.9,86.0,2730,Aucun - Etat acceptable,Faible,30.5,6.5,162.8,1,48,21834,454
